0.312243	0.58034	0	0	0	0.312243	0.58034	0.6	0.6	5.19994	0	6.9228e-310	6.9228e-310
0.735374	0.629505	7.20296	-4.93752e-18	1.76634e-17	0.862916	0.534212	0.859997	0.600045	5.19975	0.00179686	74.6929	6.9228e-310
1.1605	0.494945	7.20603	-0.127198	-0.0118545	1.17385	0.481073	1.11998	0.600225	5.19943	0.00538996	74.6929	0.221036
1.25803	0.53308	7.19127	0.122747	0.0306237	0.969149	0.397513	1.37996	0.600629	5.19898	0.0107781	1.82493	0.221036
1.61581	0.595361	7.20474	0.161552	0.0462193	1.65063	0.62469	1.6399	0.601347	5.19839	0.0179597	1.82493	0.167448
1.85111	0.561869	6.01129	0.0253578	-0.233631	1.62331	0.499091	1.89982	0.60247	5.19766	0.0269323	7.70455	0.167448
2.163	0.591235	6.01091	0.0400592	-0.177881	2.18882	0.648739	2.1597	0.604086	5.19678	0.0376932	7.70455	0.253984
2.3789	0.637123	5.60872	0.0557828	-0.342701	1.96701	0.557117	2.41954	0.606284	5.19573	0.0502389	6.30511	0.253984
2.65628	0.654195	5.60608	0.0445036	-0.320735	2.65526	0.66598	2.67932	0.609155	5.1945	0.0645654	6.30511	0.00853769
2.92275	0.647742	5.54091	-0.00342188	-0.47472	2.92034	0.645898	2.93904	0.612786	5.19309	0.080668	0.429185	0.00853769
3.15874	0.643296	5.49686	-0.0168202	-0.439631	3.01222	0.637046	3.19869	0.617267	5.19147	0.0985415	0.429185	1.2046
3.44423	0.539338	5.52877	-0.165104	-0.852839	3.56096	0.485311	3.45825	0.622685	5.18963	0.11818	1.2681	1.2046
3.74733	0.427144	5.59422	-0.283601	-1.07301	3.89365	0.311793	3.71772	0.62913	5.18754	0.139576	1.2681	2.07635
4.02824	0.511173	5.55512	-0.147116	-0.551168	4.19786	0.698311	3.97708	0.636689	5.18519	0.162724	4.15979	2.07635
4.3022	0.503053	5.5375	-0.140138	-0.467838	4.30935	0.578564	4.23632	0.645449	5.18256	0.187614	4.15979	0.378401
4.56313	0.538357	5.45895	-0.100542	-0.332669	4.61908	0.68951	4.49542	0.655498	5.17962	0.214238	2.1237	0.378401
4.75348	0.644058	5.30186	-0.000824333	-0.0908286	4.35143	0.899174	4.75437	0.666921	5.17634	0.242587	2.1237	13.0367
5.00604	0.642251	5.23934	-0.00961471	-0.10092	5.20901	0.66599	5.01315	0.679804	5.1727	0.272649	2.02153	13.0367
5.30654	0.640105	5.28724	-0.0150442	-0.101406	5.51894	0.648233	5.27175	0.694234	5.16867	0.304413	2.02153	2.38183
5.56431	0.647972	5.29972	-0.00892729	-0.0806129	5.22834	0.639362	5.53013	0.710295	5.16422	0.337868	1.70905	2.38183
5.85742	0.665071	5.33104	0.000160274	-0.0587815	6.022	0.708619	5.78828	0.728072	5.15932	0.372999	1.70905	1.53918
6.10077	0.59114	5.274	-0.0535422	-0.141449	5.89392	0.373584	6.04618	0.747647	5.15393	0.409793	3.77648	1.53918
6.35683	0.705146	5.2477	0.0215759	-0.0156363	6.34249	0.948833	6.30379	0.769103	5.14803	0.448233	3.77648	4.05054
6.608	0.736004	5.21069	0.0356495	0.00571622	6.62134	0.836138	6.5611	0.792523	5.14157	0.488305	0.73496	4.05054
6.85549	0.735601	5.19672	0.0305323	-0.00181878	6.78214	0.714036	6.81808	0.817988	5.13452	0.52999	0.73496	0.309043
7.10021	0.718485	5.12854	0.0147315	-0.0248444	7.29121	0.630741	7.07469	0.845578	5.12685	0.573269	3.26623	0.309043
7.3215	0.803079	5.0828	0.0591515	0.0365855	7.13735	0.957217	7.3309	0.875373	5.11851	0.618123	3.26623	3.40121
7.61073	0.814279	5.16354	0.058643	0.0338238	8.08349	0.819605	7.58668	0.907449	5.10946	0.664531	4.05012	3.40121
7.86038	0.794212	5.15474	0.0419272	0.0103693	7.80533	0.719126	7.84199	0.941886	5.09966	0.712469	4.05012	0.521847
8.11132	0.811242	5.10895	0.0448353	0.0122822	8.40453	0.884557	8.0968	0.978759	5.08907	0.761915	2.4992	0.521847
8.34891	0.829987	5.08833	0.0495883	0.0176119	8.24796	0.840322	8.35106	1.01814	5.07766	0.812843	2.4992	0.538074
8.61512	0.916398	5.15312	0.087897	0.06495	8.45858	1.41118	8.60472	1.06011	5.06537	0.865226	6.94512	0.538074
8.85188	0.976205	5.13077	0.109782	0.0879135	8.74615	1.04858	8.85775	1.10473	5.05216	0.919037	6.94512	0.939525
9.13916	1.01403	5.18008	0.117476	0.0914998	9.8809	1.1419	9.1101	1.15208	5.03798	0.974245	6.65641	0.939525
9.37589	1.04857	5.15618	0.124574	0.0948328	9.25579	1.04913	9.36172	1.20223	5.0228	1.03082	6.65641	0.748084
9.65324	1.11963	5.20046	0.146591	0.115393	10.1016	1.52474	9.61255	1.25524	5.00656	1.08873	4.56009	0.748084
9.92431	1.24753	5.22711	0.193592	0.16483	10.0484	1.44598	9.86254	1.31118	4.98922	1.14794	4.56009	3.30064
10.1743	1.33631	5.18643	0.220886	0.189287	10.5377	1.72555	10.1117	1.37011	4.97074	1.20841	4.73759	3.30064
10.3998	1.41894	5.15829	0.243409	0.205535	10.2492	1.45907	10.3598	1.4321	4.95106	1.2701	4.73759	1.30354
10.6339	1.50412	5.0913	0.26731	0.225097	10.9084	1.70343	10.6069	1.49721	4.93014	1.33298	4.1892	1.30354
10.8607	1.53839	5.06203	0.264244	0.208353	10.7313	1.45265	10.853	1.56549	4.90794	1.39701	4.1892	1.30543
